1969,January,0
1969,February,0
1969,March,1
1969,April,4
1969,May,3
1969,June,1
1969,July,1
1969,August,5
1969,September,2
1969,October,6
1969,November,1
1969,December,1
1970,January,3
1970,February,4
1970,March,8
1970,April,8
1970,May,1
1970,June,7
1970,July,5
1970,August,4
1970,September,4
1970,October,5
1970,November,2
1970,December,7
1971,January,7
1971,February,11
1971,March,7
1971,April,30
1971,May,27
1971,June,12
1971,July,19
1971,August,15
1971,September,22
1971,October,14
1971,November,9
1971,December,9
1972,January,13
1972,February,10
1972,March,13
1972,April,10
1972,May,17
1972,June,9
1972,July,14
1972,August,12
1972,September,6
1972,October,10
1972,November,9
1972,December,11
1973,January,16
1973,February,21
1973,March,18
1973,April,13
1973,May,11
1973,June,18
1973,July,13
1973,August,13
1973,September,7
1973,October,6
1973,November,14
1973,December,12
1974,January,6
1974,February,5
1974,March,11
1974,April,6
1974,May,1
1974,June,3
1974,July,3
1974,August,2
1974,September,1
1974,October,10
1974,November,5
1974,December,7
1975,January,1
1975,February,1
1975,March,1
1975,April,4
1975,May,2
1975,June,6
1975,July,5
1975,August,0
1975,September,1
1975,October,0
1975,November,2
1975,December,1
1976,January,1
1976,February,1
1976,March,0
1976,April,2
1976,May,1
1976,June,1
1976,July,2
1976,August,1
1976,September,2
1976,October,0
1976,November,0
1976,December,0
1977,January,0
1977,February,0
1977,March,2
1977,April,2
1977,May,3
1977,June,1
1977,July,0
1977,August,0
1977,September,1
1977,October,4
1977,November,5
1977,December,2
1978,January,1
1978,February,0
1978,March,3
1978,April,1
1978,May,0
1978,June,0
1978,July,0
1978,August,0
1978,September,2
1978,October,0
1978,November,0
1978,December,1
1979,January,1
1979,February,0
1979,March,1
1979,April,1
1979,May,1
1979,June,0
1979,July,1
1979,August,1
1979,September,1
1979,October,0
1979,November,0
1979,December,0
1980,January,3
1980,February,0
1980,March,0
1980,April,0
1980,May,1
1980,June,2
1980,July,1
1980,August,3
1980,September,4
1980,October,2
1980,November,0
1980,December,1
1981,January,3
1981,February,0
1981,March,0
1981,April,3
1981,May,2
1981,June,1
1981,July,5
1981,August,0
1981,September,11
1981,October,0
1981,November,4
1981,December,0
1982,January,0
1982,February,3
1982,March,4
1982,April,0
1982,May,0
1982,June,0
1982,July,5
1982,August,6
1982,September,6
1982,October,2
1982,November,6
1982,December,5
1983,January,5
1983,February,6
1983,March,1
1983,April,3
1983,May,16
1983,June,1
1983,July,0
1983,August,0
1983,September,2
1983,October,2
1983,November,4
1983,December,9
1984,January,2
1984,February,2
1984,March,0
1984,April,6
1984,May,1
1984,June,4
1984,July,4
1984,August,2
1984,September,3
1984,October,10
1984,November,0
1984,December,5
1985,January,6
1985,February,5
1985,March,0
1985,April,4
1985,May,2
1985,June,2
1985,July,1
1985,August,1
1985,September,5
1985,October,4
1985,November,3
1985,December,8
1986,January,4
1986,February,4
1986,March,4
1986,April,3
1986,May,2
1986,June,2
1986,July,1
1986,August,0
1986,September,0
1986,October,0
1986,November,3
1986,December,1
1987,January,0
1987,February,2
1987,March,5
1987,April,2
1987,May,4
1987,June,6
1987,July,2
1987,August,3
1987,September,3
1987,October,5
1987,November,8
1987,December,2
1988,January,4
1988,February,7
1988,March,2
1988,April,3
1988,May,2
1988,June,4
1988,July,3
1988,August,5
1988,September,1
1988,October,3
1988,November,7
1988,December,5
1989,January,1
1989,February,8
1989,March,2
1989,April,5
1989,May,1
1989,June,4
1989,July,1
1989,August,9
1989,September,5
1989,October,8
1989,November,4
1989,December,4
1990,January,2
1990,February,4
1990,March,4
1990,April,6
1990,May,6
1990,June,6
1990,July,5
1990,August,8
1990,September,1
1990,October,8
1990,November,4
1990,December,3
1991,January,3
1991,February,7
1991,March,7
1991,April,8
1991,May,12
1991,June,6
1991,July,9
1991,August,6
1991,September,6
1991,October,9
1991,November,11
1991,December,11
1992,January,7
1992,February,6
1992,March,8
1992,April,10
1992,May,15
1992,June,9
1992,July,9
1992,August,5
1992,September,5
1992,October,11
1992,November,8
1992,December,2
1993,January,25
1993,February,15
1993,March,11
1993,April,15
1993,May,12
1993,June,13
1993,July,15
1993,August,13
1993,September,21
1993,October,16
1993,November,3
1993,December,16
1994,January,13
1994,February,7
1994,March,23
1994,April,3
1994,May,21
1994,June,8
1994,July,25
1994,August,33
1994,September,0
1994,October,12
1994,November,15
1994,December,25
1995,January,5
1995,February,6
1995,March,25
1995,April,12
1995,May,0
1995,June,15
1995,July,2
1995,August,26
1995,September,6
1995,October,12
1995,November,9
1995,December,13
1996,January,18
1996,February,14
1996,March,8
1996,April,10
1996,May,18
1996,June,14
1996,July,0
1996,August,31
1996,September,0
1996,October,40
1996,November,14
1996,December,3
1997,January,42
1997,February,16
1997,March,18
1997,April,12
1997,May,10
1997,June,17
1997,July,8
1997,August,2
1997,September,32
1997,October,13
1997,November,16
1997,December,6
1998,January,37
1998,February,10
1998,March,24
1998,April,22
1998,May,16
1998,June,10
1998,July,15
1998,August,16
1998,September,20
1998,October,12
1998,November,28
1998,December,24
1999,January,25
1999,February,17
1999,March,35
1999,April,24
1999,May,15
1999,June,41
1999,July,6
1999,August,37
1999,September,25
1999,October,16
1999,November,5
1999,December,13
2000,January,19
2000,February,24
2000,March,14
2000,April,15
2000,May,33
2000,June,27
2000,July,11
2000,August,21
2000,September,45
2000,October,34
2000,November,29
2000,December,7
2001,January,32
2001,February,18
2001,March,15
2001,April,15
2001,May,8
2001,June,27
2001,July,6
2001,August,21
2001,September,13
2001,October,16
2001,November,9
2001,December,13
2002,January,20
2002,February,10
2002,March,6
2002,April,19
2002,May,10
2002,June,17
2002,July,11
2002,August,29
2002,September,26
2002,October,14
2002,November,19
2002,December,38
2003,January,27
2003,February,18
2003,March,22
2003,April,25
2003,May,9
2003,June,7
2003,July,29
2003,August,11
2003,September,30
2003,October,15
2003,November,16
2003,December,25
2004,January,9
2004,February,31
2004,March,22
2004,April,30
2004,May,16
2004,June,45
2004,July,20
2004,August,21
2004,September,33
2004,October,35
2004,November,7
2004,December,12
2005,January,17
2005,February,19
2005,March,32
2005,April,22
2005,May,24
2005,June,31
2005,July,19
2005,August,25
2005,September,22
2005,October,37
2005,November,31
2005,December,48
2006,January,53
2006,February,49
2006,March,25
2006,April,42
2006,May,37
2006,June,54
2006,July,29
2006,August,38
2006,September,35
2006,October,41
2006,November,34
2006,December,22
2007,January,22
2007,February,17
2007,March,19
2007,April,31
2007,May,30
2007,June,24
2007,July,43
2007,August,34
2007,September,35
2007,October,26
2007,November,16
2007,December,23
2008,January,33
2008,February,30
2008,March,27
2008,April,19
2008,May,18
2008,June,26
2008,July,22
2008,August,22
2008,September,30
2008,October,39
2008,November,13
2008,December,11
2009,January,11
2009,February,24
2009,March,52
2009,April,29
2009,May,19
2009,June,21
2009,July,19
2009,August,36
2009,September,20
2009,October,29
2009,November,13
2009,December,13
2010,January,33
2010,February,40
2010,March,37
2010,April,33
2010,May,33
2010,June,38
2010,July,16
2010,August,36
2010,September,26
2010,October,46
2010,November,15
2010,December,10
2011,January,23
2011,February,26
2011,March,49
2011,April,49
2011,May,37
2011,June,37
2011,July,35
2011,August,32
2011,September,18
2011,October,23
2011,November,40
2011,December,21
2012,January,14
2012,February,49
2012,March,31
2012,April,37
2012,May,25
2012,June,26
2012,July,35
2012,August,29
2012,September,15
2012,October,24
2012,November,38
2012,December,15
2013,January,38
2013,February,25
2013,March,26
2013,April,35
2013,May,21
2013,June,8
2013,July,20
2013,August,15
2013,September,23
2013,October,17
2013,November,30
2013,December,17
2014,January,24
2014,February,20
2014,March,22
2014,April,41
2014,May,43
2014,June,43
2014,July,32
2014,August,26
2014,September,25
2014,October,23
2014,November,12
2014,December,16
2015,January,15
2015,February,20
2015,March,36
2015,April,27
2015,May,36
2015,June,23
2015,July,22
2015,August,25
2015,September,27
2015,October,27
2015,November,24
2015,December,18
2016,January,24
2016,February,30
2016,March,37
2016,April,19
2016,May,37
2016,June,33
2016,July,23
2016,August,31
2016,September,18
2016,October,17
2016,November,21
2016,December,20
2017,January,22
2017,February,33
2017,March,35
2017,April,20
2017,May,26
2017,June,18
2017,July,15
2017,August,18
2017,September,26
2017,October,25
2017,November,10
2017,December,15
2018,January,18
2018,February,18
2018,March,30
2018,April,8
2018,May,24
2018,June,10
2018,July,18
2018,August,22
2018,September,17
2018,October,23
2018,November,12
2018,December,8
2019,January,10
2019,February,10
2019,March,22
2019,April,26
2019,May,24
2019,June,17
2019,July,12
2019,August,13
2019,September,6
2019,October,5
2019,November,13
2019,December,22
2020,January,8
2020,February,40
2020,March,22
2020,April,13
2020,May,6
2020,June,15
2020,July,10
2020,August,21
2020,September,22
2020,October,19
2020,November,22
2020,December,11
2021,January,66
2021,February,15
2021,March,8
2021,April,16
2021,May,21
2021,June,24
2021,July,18
2021,August,28
2021,September,8
2021,October,12
2021,November,8
2021,December,16
